54.480109,-8.091973
54.34741,-7.640307
54.345051,-7.640047
54.345539,-7.638513
54.343512,-7.637848
54.343993,-7.633432
54.472437,-7.630603
54.252651,-7.442562
55.025118,-7.337706
54.994629,-7.323503
55.001546,-7.322345
54.995558,-7.321846
54.9989,-7.32095
54.99325,-7.319705
54.99277,-7.313558
54.647349,-6.747952
54.487161,-6.744146
54.847239,-6.721401
54.351073,-6.659115
54.351223,-6.653203
54.34671,-6.652213
54.34048,-6.651155
54.189322,-6.361695
54.19175,-6.350628
54.177068,-6.341665
54.170394,-6.34045
54.176301,-6.340184
54.175246,-6.338146
54.179137,-6.335229
54.173287,-6.335203
54.993933,-5.98926
54.593365,-5.935574
54.587893,-5.934377
54.591051,-5.933497
54.592605,-5.933197
54.604646,-5.931866
54.594342,-5.928256
54.594109,-5.924292
54.604301,-5.921651
54.595384,-5.915776
54.545896,-5.904296
54.85092,-5.824385
54.850413,-5.818398
54.852279,-5.815372
